,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
10,PJfXA2NFkwyDY9a14qYthw,taste-crème-long-island-city-2,Taste Crème,https://s3-media2.fl.yelpcdn.com/bphoto/Z8MgPtOkHvNw9cZsHgZ0rQ/o.jpg,False,https://www.yelp.com/biz/taste-cr%C3%A8me-long-island-city-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,60,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 40.744347, 'longitude': -73.9495349}","['pickup', 'delivery']","{'address1': '13-11 Jackson Ave', 'address2': '', 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['13-11 Jackson Ave', 'Long Island City, NY 11101']}",+19292600856,(929) 260-0856,12171.57746890684,
11,Q3fmTHT7zilDWtfzLK9lMA,truedan-new-york-3,Truedan,https://s3-media2.fl.yelpcdn.com/bphoto/9Icy2zBs8BjYiF_9qq_CWg/o.jpg,False,https://www.yelp.com/biz/truedan-new-york-3?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,26,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.7191742, 'longitude': -73.9962197}","['pickup', 'delivery']","{'address1': '208 Grand St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['208 Grand St', 'New York, NY 10013']}",+16465592886,(646) 559-2886,16412.384678265855,
12,o9WQ9PilJE1x1OaRc8LFng,koi-thé-new-york,KOI Thé,https://s3-media3.fl.yelpcdn.com/bphoto/wBN9paDQhK8zFUr3XS0m6w/o.jpg,False,https://www.yelp.com/biz/koi-th%C3%A9-new-york?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,78,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,"{'latitude': 40.72932, 'longitude': -74.00126}","['pickup', 'delivery']","{'address1': '189 Bleecker St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['189 Bleecker St', 'New York, NY 10012']}",+16464550655,(646) 455-0655,16654.545002293664,$$
13,DjKAV1M7HWGGyzsfqUrcFw,debutea-new-york,Debutea,https://s3-media1.fl.yelpcdn.com/bphoto/WK3nzpkpIGGIoFfz9K4KLQ/o.jpg,False,https://www.yelp.com/biz/debutea-new-york?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,180,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.729188, 'longitude': -73.9993244}","['pickup', 'delivery']","{'address1': '217 Thompson St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['217 Thompson St', 'New York, NY 10012']}",+16467670147,(646) 767-0147,16491.771437346775,$
14,bvuPipiMPe5FURKZh06Zxg,tea-and-milk-astoria,Tea and Milk,https://s3-media3.fl.yelpcdn.com/bphoto/b3FHw1yZ7K5lcXp-J13Zww/o.jpg,False,https://www.yelp.com/biz/tea-and-milk-astoria?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,409,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 40.75904, 'longitude': -73.92631}","['pickup', 'delivery']","{'address1': '32-02 34th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['32-02 34th Ave', 'Astoria, NY 11106']}",+13479212056,(347) 921-2056,10280.819942877542,$
15,m0t4r7E3KVlzX0eEazFyAQ,kung-fu-tea-williston-park-2,Kung Fu Tea,https://s3-media1.fl.yelpcdn.com/bphoto/dMuMaGzDL8gl6KIkZWxRyw/o.jpg,False,https://www.yelp.com/biz/kung-fu-tea-williston-park-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,51,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.75407, 'longitude': -73.65736833}","['pickup', 'delivery']","{'address1': '434 Hillside Ave', 'address2': None, 'address3': None, 'city': 'Williston Park', 'zip_code': '11596', 'country': 'US', 'state': 'NY', 'display_address': ['434 Hillside Ave', 'Williston Park, NY 11596']}",+15167800555,(516) 780-0555,12463.48665195057,$
16,7ov7U0U9UbzRjlLw7wL9bg,the-teapsy-new-york-astoria,The Teapsy New York,https://s3-media4.fl.yelpcdn.com/bphoto/ikZd8vrLqUMz756M8tw1Xw/o.jpg,False,https://www.yelp.com/biz/the-teapsy-new-york-astoria?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,157,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 40.7658014094971, 'longitude': -73.9191635864046}","['pickup', 'delivery']","{'address1': '33-17 30th Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['33-17 30th Ave', 'Astoria, NY 11103']}",+19293280090,(929) 328-0090,9812.663294092987,$$
17,Hht3GaTFj8qXDldQZrXCrQ,momo-ashi-bayside,Momo Ashi,https://s3-media3.fl.yelpcdn.com/bphoto/ZNdx61B7xFznFCidokBWcw/o.jpg,False,https://www.yelp.com/biz/momo-ashi-bayside?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,118,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.5,"{'latitude': 40.7642746295096, 'longitude': -73.7712760729056}","['pickup', 'delivery']","{'address1': '40-06 Bell Blvd', 'address2': '', 'address3': None, 'city': 'Bayside', 'zip_code': '11361', 'country': 'US', 'state': 'NY', 'display_address': ['40-06 Bell Blvd', 'Bayside, NY 11361']}",+17188198848,(718) 819-8848,3390.7568104188476,$
18,WHRHK3S1mQc3PmhwsGRvbw,bibble-and-sip-new-york-2,Bibble & Sip,https://s3-media4.fl.yelpcdn.com/bphoto/z2QRyxNTchTqtX-VL8kL6Q/o.jpg,False,https://www.yelp.com/biz/bibble-and-sip-new-york-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,4812,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.76282, 'longitude': -73.98518}","['pickup', 'delivery']","{'address1': '253 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['253 W 51st St', 'New York, NY 10019']}",+16466495116,(646) 649-5116,15255.730340380127,$
19,KnyqjLG2x2VUToEzeVfFFA,the-alley-new-york-2,The Alley,https://s3-media3.fl.yelpcdn.com/bphoto/iv7OX86KYxWscAaciNUE9g/o.jpg,False,https://www.yelp.com/biz/the-alley-new-york-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,144,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.7292878143919, 'longitude': -73.9909341307257}","['pickup', 'delivery']","{'address1': '68 Cooper Sq', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['68 Cooper Sq', 'New York, NY 10003']}",,,15789.276930831,$
20,YVfmHNQMFwOiS52niAQajA,surreal-creamery-new-york-2,Surreal Creamery,https://s3-media3.fl.yelpcdn.com/bphoto/lqOVFRyaq8YENjTZUCPGdQ/o.jpg,False,https://www.yelp.com/biz/surreal-creamery-new-york-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,77,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.742016, 'longitude': -73.977582}","['pickup', 'delivery']","{'address1': '538 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['538 2nd Ave', 'New York, NY 10016']}",+16465903575,(646) 590-3575,14540.273219696186,
21,oDRZt37ROqadlK3-VI0PfQ,alimama-new-york-3,Alimama,https://s3-media2.fl.yelpcdn.com/bphoto/5XwgumtgBN2Wzm20dprDqA/o.jpg,False,https://www.yelp.com/biz/alimama-new-york-3?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,1065,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.5,"{'latitude': 40.7158626896215, 'longitude': -73.9992850858479}","['pickup', 'delivery']","{'address1': '89A Bayard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['89A Bayard St', 'New York, NY 10013']}",+12122357288,(212) 235-7288,16740.105956976124,$$
22,zf5_OmlziKvo9KrjplaYSQ,coco-fresh-tea-and-juice-bayside-2,CoCo Fresh Tea & Juice,https://s3-media4.fl.yelpcdn.com/bphoto/LWCbbEQLPrg_t1a7mwoYZg/o.jpg,False,https://www.yelp.com/biz/coco-fresh-tea-and-juice-bayside-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,160,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.5,"{'latitude': 40.759092, 'longitude': -73.76909}","['pickup', 'delivery']","{'address1': '45-40 Bell Blvd', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11361', 'country': 'US', 'state': 'NY', 'display_address': ['45-40 Bell Blvd', 'Bayside, NY 11361']}",+17182258810,(718) 225-8810,3286.04017169946,$
23,BO9T78kUJainPTvtzzLezA,coco-fresh-tea-and-juice-flushing-6,Coco Fresh Tea & Juice,https://s3-media2.fl.yelpcdn.com/bphoto/tGl8Ef-hcwDVc0e5WOwSrw/o.jpg,False,https://www.yelp.com/biz/coco-fresh-tea-and-juice-flushing-6?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,74,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.5,"{'latitude': 40.7391127, 'longitude': -73.7916629}","['pickup', 'delivery']","{'address1': '182-4 Horace Harding Expy', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11365', 'country': 'US', 'state': 'NY', 'display_address': ['182-4 Horace Harding Expy', 'Flushing, NY 11365']}",+17183532709,(718) 353-2709,1487.1128885303053,$
24,V49pn2KD8848gpSRMqLIww,bar-pa-tea-new-york-2,Bar Pa Tea,https://s3-media3.fl.yelpcdn.com/bphoto/HWQPiks50SbaPlVef36_dQ/o.jpg,False,https://www.yelp.com/biz/bar-pa-tea-new-york-2?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,836,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.5,"{'latitude': 40.721430826492, 'longitude': -73.996737}","['pickup', 'delivery']","{'address1': '85 Kenmare St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['85 Kenmare St', 'New York, NY 10012']}",+19172615550,(917) 261-5550,16408.24564169925,$
25,1I0BqA7zkYBEiGba_9AuyQ,kung-fu-tea-bayside,Kung Fu Tea,https://s3-media2.fl.yelpcdn.com/bphoto/O0F4NZ_tfQ9DwzeGj2C74w/o.jpg,False,https://www.yelp.com/biz/kung-fu-tea-bayside?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,84,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 40.76204, 'longitude': -73.76976}",[],"{'address1': '42-21 Bell Blvd', 'address2': '', 'address3': None, 'city': 'Bayside', 'zip_code': '11361', 'country': 'US', 'state': 'NY', 'display_address': ['42-21 Bell Blvd', 'Bayside, NY 11361']}",+17186310011,(718) 631-0011,3359.5824366895413,$
26,FvsFSGzbmV56gqtYY4ZfQQ,la-mian-lounge-astoria,La Mian Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/04ECkcS9X_HG9lg2VrjoHQ/o.jpg,False,https://www.yelp.com/biz/la-mian-lounge-astoria?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,56,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 40.7631278063422, 'longitude': -73.9279485723007}","['pickup', 'delivery']","{'address1': '25-12 Broadway', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['25-12 Broadway', 'Astoria, NY 11106']}",+17184069251,(718) 406-9251,10499.000426891755,
27,al18yEngUcmhWzJyMBDsNQ,möge-tee-flushing-flushing-3,Möge Tee - Flushing,https://s3-media4.fl.yelpcdn.com/bphoto/kFxbEGyITsOaKNo4rwVX0Q/o.jpg,False,https://www.yelp.com/biz/m%C3%B6ge-tee-flushing-flushing-3?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,167,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,"{'latitude': 40.7607111511042, 'longitude': -73.8306283092162}",[],"{'address1': '38-03 Main St', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['38-03 Main St', 'Flushing, NY 11354']}",+17183211188,(718) 321-1188,2576.0392727443314,$$
28,DbhBca8LzskjS0B-L4QfZg,tiger-sugar-new-york,Tiger Sugar,https://s3-media3.fl.yelpcdn.com/bphoto/4BpZkTZheF7mQ5AzS2FBhA/o.jpg,False,https://www.yelp.com/biz/tiger-sugar-new-york?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,329,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 40.717151, 'longitude': -73.998231}","['pickup', 'delivery']","{'address1': '197 Canal St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['197 Canal St', 'New York, NY 10013']}",+16465906299,(646) 590-6299,16622.87668317267,$
29,W-WfjxBnMhv_ah386BlcvA,yi-fang-taiwan-fruit-tea-flushing,Yi Fang Taiwan Fruit Tea,https://s3-media3.fl.yelpcdn.com/bphoto/ymGRFjQ25EX3gscYlfntmw/o.jpg,False,https://www.yelp.com/biz/yi-fang-taiwan-fruit-tea-flushing?adjust_creative=mtMLMIwywHG5p5-lVF0Z4w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mtMLMIwywHG5p5-lVF0Z4w,290,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 40.758735, 'longitude': -73.8310282}","['pickup', 'delivery']","{'address1': '135-15 40th Rd', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['135-15 40th Rd', 'Flushing, NY 11354']}",+19293007485,(929) 300-7485,2499.8850086923385,$$
